ID,SumLoad,NormLoad,AvgLoad,NormRatio,Country,State,SiteName
727444_TMY3_BASE,"[1008.18251102  887.51113574  824.7417103   733.78696989  682.00640897
  588.66571122  613.9779313   627.7872395   655.84926806  788.12968171
  837.5131872   968.44231541]","[1.         0.88030801 0.81804802 0.72783148 0.67647118 0.58388804
 0.60899482 0.62269205 0.65052633 0.78173314 0.83071585 0.96058234]","[1.35508402 1.32070109 1.1085238  1.01914857 0.91667528 0.81759127
 0.82523915 0.84380005 0.91090176 1.05931409 1.16321276 1.30166978]",1008.1825110219688,USA,MN,Two Harbors Muni AP
725366_TMY3_BASE,"[954.92585526 821.31646672 792.54463787 701.79333397 666.92554981
 591.21563667 662.22824871 614.27577114 645.39932307 737.09832858
 785.86063121 919.57127362]","[1.         0.86008402 0.82995411 0.73491919 0.69840558 0.61912203
 0.69348656 0.64327065 0.67586328 0.77189064 0.82295461 0.96297662]","[1.28350249 1.22219712 1.06524817 0.97471296 0.89640531 0.82113283
 0.89009173 0.82563948 0.89638795 0.99072356 1.0914731  1.23598289]",954.9258552620013,USA,OH,Findlay AP
722487_TMY3_BASE,"[1726.73370847 1278.83864606 1173.04747627  880.69615513 1044.34837218
 1202.30612206 1378.14587134 1486.73501656 1209.19070951 1000.96654002
  901.77596034 1602.86772199]","[1.         0.74061139 0.67934475 0.51003588 0.60481148 0.69628925
 0.79812299 0.86101002 0.70027631 0.57968784 0.52224379 0.92826573]","[2.32087864 1.9030337  1.57667672 1.2231891  1.40369405 1.66986961
 1.8523466  1.99829975 1.67943154 1.34538513 1.25246661 2.1543921 ]",1726.7337084732687,USA,LA,Alexandria-Esler Rgnl AP
724723_TMY3_BASE,"[918.89684782 821.95418235 801.31202455 734.34027626 661.60660252
 608.52986681 795.22312081 693.71843797 652.35404898 743.91007823
 801.69642683 925.71149816]","[0.99263847 0.88791614 0.86561745 0.79327121 0.71470064 0.65736449
 0.85903991 0.74938946 0.70470557 0.80360899 0.8660327  1.        ]","[1.23507641 1.2231461  1.07703229 1.01991705 0.88925619 0.84518037
 1.06884828 0.93241726 0.90604729 0.99987914 1.11346726 1.24423588]",925.7114981575687,USA,UT,Blanding Muni AP
702610_TMY3_BASE,"[1076.15436191  926.99216549  905.54537923  761.9943895   684.0430106
  586.09445501  608.72137197  580.31042885  673.88708312  831.60450833
  957.2549564  1074.3963426 ]","[1.         0.86139331 0.84146421 0.70807165 0.63563652 0.54461932
 0.56564504 0.5392446  0.62619928 0.77275578 0.88951454 0.99836639]","[1.44644403 1.37945263 1.21713089 1.05832554 0.91941265 0.81402008
 0.81817389 0.77998714 0.93595428 1.117748   1.32952077 1.44408111]",1076.1543619077145,USA,AK,Fairbanks Intl AP
724926_TMY3_BASE,"[757.92108391 643.36494552 643.00462497 629.96671283 673.43923932
 802.00006379 982.98165255 976.89912551 844.28078086 733.18756805
 645.43575282 738.29082464]","[0.77104296 0.65450351 0.65413695 0.64087332 0.68509848 0.81588508
 1.         0.99381217 0.8588978  0.74588123 0.65661017 0.75107284]","[1.01871113 0.95738831 0.86425353 0.87495377 0.90516027 1.11388898
 1.3212119  1.31303646 1.1726122  0.98546716 0.89643855 0.99232638]",982.9816525498894,USA,CA,Modesto Muni AP
723630_TMY3_BASE,"[ 781.1715813   681.7450262   678.28426716  606.26054503  604.18401066
  887.56915193 1079.97334719  982.63305179  798.58357456  667.32977576
  670.80749638  767.69076377]","[0.72332487 0.63126097 0.62805649 0.56136621 0.55944345 0.82184357
 1.         0.90986787 0.73944748 0.61791319 0.62113338 0.71084232]","[1.0499618  1.01450153 0.9116724  0.84202853 0.81207528 1.23273493
 1.45157708 1.32074335 1.10914385 0.89694862 0.93167708 1.03184242]",1079.9733471888098,USA,TX,Amarillo Intl AP
722230_TMY3_BASE,"[1941.38706718 1437.01275134  997.74287768  895.49958222 1066.53559766
 1246.49615078 1360.25205069 1265.59601716 1226.83206513 1020.48389856
  905.71259472 1353.54522959]","[1.         0.74019899 0.513933   0.46126792 0.54936783 0.64206472
 0.70065989 0.65190298 0.63193584 0.5256468  0.4665286  0.69720524]","[2.60939122 2.13841183 1.34105225 1.24374942 1.43351559 1.73124465
 1.82829577 1.70106992 1.70393342 1.37161814 1.25793416 1.81928122]",1941.387067178176,USA,AL,Mobile-Rgnl AP
726545_TMY3_BASE,"[981.85263869 856.71287143 863.18447761 713.80128528 682.31900055
 598.96038166 821.70601827 781.95972185 658.31369398 769.58354931
 857.59512825 948.33774417]","[1.         0.8725473  0.87913852 0.72699431 0.69493015 0.61003083
 0.83689343 0.79641251 0.67048116 0.78380759 0.87344587 0.96586566]","[1.31969441 1.27487034 1.16019419 0.99139067 0.91709543 0.83188942
 1.10444357 1.05102113 0.91432457 1.03438649 1.19110434 1.27464751]",981.8526386854738,USA,SD,Mitchell AWOS
727770_TMY3_BASE,"[981.53687958 863.425838   876.00108476 715.47034987 674.82512206
 608.70388987 674.2627386  667.91610073 660.39343155 764.58049823
 816.17791402 941.72046683]","[1.         0.87966724 0.89247903 0.72892865 0.68751887 0.62015387
 0.6869459  0.68047988 0.67281571 0.77896258 0.83153056 0.95943462]","[1.31927    1.28485988 1.17742081 0.99370882 0.90702301 0.84542207
 0.90626712 0.89773669 0.9172131  1.02766196 1.13358044 1.26575332]",981.5368795827713,USA,MT,Havre City-County AP
725946_TMY3_BASE,"[777.06252975 678.15624145 687.72340258 629.51340074 609.10710557
 550.90512689 562.55671699 550.688667   579.19936849 666.52990682
 687.75651199 769.3720711 ]","[1.         0.87271772 0.88502968 0.81011936 0.78385855 0.70895855
 0.72395296 0.70867999 0.74537035 0.85775582 0.88507229 0.99010317]","[1.04443888 1.00916107 0.92435941 0.87432417 0.81869235 0.76514601
 0.75612462 0.74017294 0.80444357 0.89587353 0.95521738 1.03410225]",777.06252975266,USA,CA,Crescent City-Jack McNamara Field
724365_TMY3_BASE,"[1180.84235833 1053.07420377 1038.04535803  935.93927913  904.36157788
 1067.87692458 1184.38611371 1238.51862668 1064.87703184  986.47253245
 1006.19071502 1129.5563296 ]","[0.95343125 0.85026917 0.83813464 0.75569253 0.73019619 0.86222113
 0.95629253 1.         0.85979896 0.7964939  0.81241468 0.91202208]","[1.58715371 1.56707471 1.39522226 1.29991567 1.21553976 1.4831624
 1.59191682 1.66467557 1.47899588 1.32590394 1.3974871  1.51822087]",1238.5186266806827,USA,IN,Huntingburg Muni AP
723710_TMY3_BASE,"[891.66644845 783.63056163 763.43093172 670.0571269  639.46192473
 748.49851702 914.66473195 864.28782583 712.75524107 710.57139223
 775.80108774 890.91550476]","[0.97485605 0.85674076 0.83465657 0.73257129 0.69912166 0.81833101
 1.         0.94492309 0.77925301 0.77686541 0.84818083 0.97403505]","[1.19847641 1.16611691 1.02611684 0.9306349  0.85949183 1.03958127
 1.22938808 1.16167719 0.98993783 0.95506908 1.07750151 1.19746708]",914.6647319470898,USA,AZ,Page Muni AWOS
725493_TMY3_BASE,"[951.98652304 846.74449692 800.81178729 701.43851513 651.67630526
 640.59261437 700.75074195 865.66066037 822.01599337 733.08910475
 796.88979959 945.2492705 ]","[1.         0.88945009 0.84120076 0.73681559 0.68454362 0.67290093
 0.73609313 0.90932029 0.8634744  0.77006248 0.83708097 0.99292295]","[1.27955178 1.26003645 1.07635993 0.97422016 0.87590901 0.88971196
 0.94186928 1.16352239 1.14168888 0.98533482 1.10679139 1.27049633]",951.986523044749,USA,IA,Knoxville Muni AP
725046_TMY3_BASE,"[951.55355167 815.49824808 805.98723341 727.1763365  671.48352921
 582.15176223 611.31081011 622.00012757 633.91715778 732.25656718
 781.98418739 899.62839496]","[1.         0.85701771 0.84702246 0.76419907 0.70567077 0.61179086
 0.64243448 0.65366802 0.66619178 0.76953795 0.82179735 0.94543118]","[1.27896983 1.21353906 1.08331617 1.00996713 0.90253163 0.80854411
 0.82165431 0.83602168 0.8804405  0.98421582 1.08608915 1.20917795]",951.5535516664747,USA,CT,Groton-New London AP
725786_TMY3_BASE,"[942.49174653 810.38373179 812.7933007  737.05053482 674.62164592
 627.57366018 723.9410737  657.14600902 658.43808016 761.38982868
 808.02146568 939.65311039]","[1.         0.85983112 0.86238771 0.78202333 0.7157852  0.66586648
 0.76811397 0.69724325 0.69861416 0.80784774 0.85732471 0.99698816]","[1.26678998 1.20592817 1.09246411 1.0236813  0.90674952 0.87163008
 0.97303908 0.88326076 0.91449733 1.02337343 1.12225204 1.26297461]",942.4917465310666,USA,ID,Malad City AP
723870_TMY3_BASE,"[ 882.06922154  765.71070678  749.76750813  687.61501071  641.50462122
  786.76924132 1014.53924541 1021.61676426  830.33558875  705.786849
  752.80251196  872.82636899]","[0.86340519 0.74950875 0.7339029  0.67306551 0.62793079 0.7701217
 0.99307224 1.         0.81276621 0.69085285 0.73687369 0.85435792]","[1.18557691 1.13945046 1.00775203 0.95502085 0.86223739 1.09273506
 1.36362802 1.37314081 1.15324387 0.94863824 1.04555904 1.17315372]",1021.6167642609885,USA,NV,Mercury-Desert Rock AP
726583_TMY3_BASE,"[1017.91136744  896.34045368  804.48447932  702.46675637  649.74922012
  585.09619894  662.06697776  590.59546295  657.27929691  740.05143056
  838.83911387  985.30845963]","[1.         0.88056827 0.79032861 0.69010601 0.63831611 0.57480073
 0.65041712 0.58020323 0.64571368 0.72702934 0.82407874 0.96797078]","[1.36816044 1.33383996 1.08129634 0.97564827 0.87331884 0.81263361
 0.88987497 0.79381111 0.91288791 0.99469278 1.16505432 1.32433933]",1017.9113674418097,USA,MN,Litchfield Muni AP
725118_TMY3_BASE,"[1232.48443623 1076.47844448 1065.53918733  944.07839528  855.54632479
  935.66237162 1150.96945311 1028.44595191  916.2731066   960.42985692
 1011.73156933 1147.40585289]","[1.         0.87342153 0.86454575 0.7659962  0.694164   0.7591677
 0.93386125 0.83444944 0.74343584 0.77926327 0.82088791 0.93096985]","[1.6565651  1.60190245 1.43217633 1.31121999 1.14992786 1.29953107
 1.54700195 1.38231983 1.27260154 1.29090035 1.40518274 1.54221217]",1232.484436230781,USA,PA,Harrisburg-Capital City AP
727530_TMY3_BASE,"[1050.39071638  897.78802719  846.91840555  728.97221655  660.14288612
  586.39163788  647.77977372  627.28798726  657.45709183  762.13698225
  852.81825295 1008.7484204 ]","[1.         0.85471817 0.80628893 0.69400101 0.62847365 0.55826049
 0.61670364 0.59719491 0.6259167  0.72557475 0.81190574 0.96035542]","[1.41181548 1.33599409 1.13833119 1.01246141 0.88728883 0.81443283
 0.87067174 0.84312902 0.91313485 1.02437766 1.1844698  1.35584465]",1050.390716379065,USA,ND,Fargo-Hector Intl AP
724776_TMY3_BASE,"[917.84124168 799.80456715 777.95148669 697.2559522  645.24383056
 639.70968397 836.92344305 806.83178692 661.96774946 728.23493517
 793.49648098 916.66232076]","[1.         0.8713975  0.84758829 0.75966945 0.70300157 0.69697204
 0.911839   0.87905375 0.72122249 0.79342146 0.86452476 0.99871555]","[1.23365758 1.19018537 1.04563372 0.96841104 0.86726321 0.88848567
 1.1248971  1.08445133 0.91939965 0.9788104  1.10207845 1.23207301]",917.8412416839022,USA,UT,Moab-Canyonlands Field
724250_TMY3_BASE,"[1214.93956845 1068.12127855 1046.74950857  944.66953346  869.20186839
  978.37904886 1204.37235267 1088.57727444  940.77624161  940.27276258
 1002.42767654 1130.12585407]","[1.         0.87915589 0.86156508 0.77754446 0.71542807 0.8052903
 0.99130227 0.89599294 0.77433995 0.77392554 0.82508439 0.930191  ]","[1.63298329 1.58946619 1.40692138 1.31204102 1.16828208 1.35885979
 1.61878004 1.4631415  1.30663367 1.26380748 1.39226066 1.51898636]",1214.9395684519718,USA,WV,Huntington-Tri State Walker Long Field
724035_TMY3_BASE,"[1191.19023597 1060.79794219 1046.06770369  921.9022579   846.48592317
 1068.12674692 1251.20256655 1222.12968339 1020.91074159  966.76078343
  990.63899224 1115.86487455]","[0.95203628 0.8478227  0.83604984 0.73681295 0.67653787 0.85368011
 1.         0.97676405 0.81594361 0.77266528 0.79174949 0.89183391]","[1.60106215 1.57856837 1.40600498 1.2804198  1.1377499  1.48350937
 1.68172388 1.64264742 1.41793159 1.29940966 1.37588749 1.49981838]",1251.2025665480478,USA,VA,Quantico MCAS
727910_TMY3_BASE,"[798.34244568 691.23077382 690.94550458 632.5968769  613.80969173
 543.81019803 554.5349634  540.51685285 579.50502776 669.69699284
 703.26207949 787.83402935]","[1.         0.86583242 0.8654751  0.79238788 0.76885514 0.6811741
 0.69460789 0.67704887 0.72588528 0.83885931 0.88090278 0.98683721]","[1.07304092 1.02861722 0.92869019 0.87860677 0.82501303 0.75529194
 0.74534269 0.72650115 0.80486809 0.90013037 0.97675289 1.05891671]",798.3424456789205,USA,OR,Astoria Rgnl AP
726499_TMY3_BASE,"[1000.05508799  879.94434018  866.91969442  714.16943819  670.24122537
  608.89112634  722.99670533  637.58967564  637.29371571  753.80818317
  844.21776174 1026.17310599]","[0.97454814 0.85750088 0.84480843 0.69595416 0.65314636 0.59336103
 0.70455628 0.6213276  0.62103919 0.73458189 0.82268553 1.        ]","[1.34416006 1.30944098 1.16521464 0.991902   0.90086186 0.84568212
 0.97176977 0.85697537 0.88513016 1.01318304 1.17252467 1.37926493]",1026.1731059906465,USA,IA,Estherville Muni AP
724550_TMY3_BASE,"[1208.4478706  1078.41862221 1044.89903028  924.21969366  849.51403901
 1198.63110125 1326.85513983 1332.33305105 1090.39879447  968.26002683
  998.30267677 1128.29423756]","[0.90701636 0.8094212  0.78426264 0.69368518 0.63761387 0.89964825
 0.99588848 1.         0.81841308 0.72674023 0.74928913 0.846856  ]","[1.62425789 1.60478962 1.40443418 1.28363846 1.14181994 1.66476542
 1.78340745 1.79077023 1.51444277 1.30142477 1.3865315  1.51652451]",1332.3330510485034,USA,KS,Fort Riley-Marshall AAF
722897_TMY3_BASE,"[758.05696263 667.45232553 659.90059282 607.79707539 594.16688524
 532.65059241 549.47261698 538.66432905 566.47017117 645.3100071
 668.24227209 744.13962292]","[1.         0.8804778  0.87051584 0.80178285 0.78380242 0.70265246
 0.72484344 0.71058556 0.74726597 0.85126849 0.88151987 0.98164077]","[1.01889377 0.99323263 0.88696316 0.8441626  0.7986114  0.73979249
 0.73853846 0.72401119 0.78676413 0.86735216 0.92811427 1.00018767]",758.0569626336378,USA,CA,San Luis Obispo AP
725267_TMY3_BASE,"[931.81854889 844.71079017 811.79870373 730.61469517 692.5518945
 585.64119259 636.39105875 589.04088888 631.70021558 736.49757253
 807.03356917 933.19175301]","[0.99852849 0.90518459 0.86991629 0.78292022 0.74213246 0.6275679
 0.68195101 0.63121099 0.67692434 0.78922426 0.86481001 1.        ]","[1.25244429 1.2570101  1.09112729 1.01474263 0.93084932 0.81339055
 0.85536433 0.79172162 0.87736141 0.98991609 1.12087996 1.25428999]",933.1917530066374,USA,PA,Franklin-Chess Lemberton AP
722650_TMY3_BASE,"[ 755.88517165  659.42910893  647.72318282  610.90930874  796.25047492
 1030.434821   1206.12855952 1122.13787496  882.85346874  707.12249364
  647.90709914  741.82509291]","[0.62670365 0.54673202 0.53702665 0.50650431 0.66017048 0.85433249
 1.         0.93036341 0.73197294 0.58627456 0.53717914 0.61504645]","[1.01597469 0.98129332 0.87059568 0.84848515 1.07022913 1.43115947
 1.62114054 1.50824983 1.22618537 0.95043346 0.89987097 0.99707674]",1206.1285595181266,USA,TX,Midland Intl AP
726487_TMY3_BASE,"[998.36974168 857.80450386 847.461652   726.01624644 697.06580098
 603.40559449 638.82236248 622.9191944  646.51048937 751.38346644
 790.89124922 941.68551176]","[1.         0.85920523 0.84884549 0.72720177 0.69820405 0.60439091
 0.63986551 0.62393637 0.64756619 0.75261042 0.79218271 0.94322321]","[1.34189481 1.2764948  1.13906136 1.0083559  0.9369164  0.83806333
 0.85863221 0.83725698 0.89793124 1.00992401 1.09846007 1.26570633]",998.369741682779,USA,MI,Menominee AWOS
724396_TMY3_BASE,"[957.37206471 830.89838187 792.68933566 700.40560957 652.03811244
 602.8207134  689.58754014 757.67027248 721.3203808  729.66344583
 784.61938699 910.61856334]","[1.         0.86789495 0.82798461 0.73159186 0.68107075 0.6296619
 0.72029211 0.79140629 0.75343788 0.76215243 0.81955534 0.95116475]","[1.28679041 1.23645593 1.06544266 0.97278557 0.87639531 0.83725099
 0.92686497 1.01837402 1.00183386 0.98073044 1.08974915 1.22394968]",957.372064713257,USA,IL,Quincy Muni AP
726776_TMY3_BASE,"[973.99869915 845.53039068 847.30641644 738.57296679 693.89667906
 596.37667156 622.83856602 589.19179811 649.10480999 759.72152547
 813.66235627 946.93378222]","[1.         0.86810218 0.86992561 0.75828948 0.71242054 0.6122972
 0.6394655  0.60492052 0.66643293 0.78000261 0.83538341 0.97221257]","[1.30913804 1.25822975 1.13885271 1.02579579 0.93265683 0.82830093
 0.83714861 0.79192446 0.90153446 1.02113108 1.13008661 1.27276046]",973.9986991466009,USA,MT,Lewistown Muni AP
723448_TMY3_BASE,"[1183.81377545 1037.85940918 1050.80361457  920.91855896  925.18485231
 1214.82878579 1241.50689876 1100.79648259 1250.41488922 1014.57007737
  993.65626122 1108.14010265]","[0.94673679 0.83001204 0.84036397 0.7364904  0.7399023  0.97154056
 0.99287597 0.88034499 1.         0.81138675 0.79466125 0.88621794]","[1.59114755 1.54443364 1.41237045 1.27905355 1.24352803 1.6872622
 1.66869207 1.47956516 1.73668735 1.36366946 1.38007814 1.48943562]",1250.4148892180076,USA,AR,Batesville AWOS
724830_TMY3_BASE,"[752.7294724  649.65111958 648.57061283 599.08714073 635.64148938
 716.09768185 905.70915837 886.03107241 834.95621176 713.54330691
 650.52202441 746.06649418]","[0.83109403 0.71728448 0.71609148 0.66145642 0.70181634 0.7906486
 1.         0.97827328 0.92188116 0.7878283  0.71824605 0.82373739]","[1.01173316 0.96674274 0.87173469 0.83206547 0.85435684 0.99458011
 1.21735102 1.19090198 1.15966141 0.95906358 0.90350281 1.00277755]",905.7091583661065,USA,CA,Sacramento Exec AP
724510_TMY3_BASE,"[1250.34813736 1071.63671133 1067.30295272  929.34673807  853.99876983
 1090.44799652 1389.35036528 1174.56067361 1031.4655151   958.94473339
 1018.31481444 1140.63548606]","[0.89995164 0.77132215 0.76820288 0.6689074  0.61467488 0.78486178
 1.         0.84540279 0.7424085  0.69021088 0.73294314 0.82098477]","[1.68057545 1.59469749 1.43454698 1.29075936 1.14784781 1.51451111
 1.8674064  1.57871058 1.43259099 1.28890421 1.41432613 1.53311221]",1389.3503652772815,USA,KS,Dodge City Rgnl AP
744865_TMY3_BASE,"[1228.64744306 1063.22288282 1068.12201498  948.1730443   855.75250383
  775.01654293  905.30559707 1017.27420495  894.28904294  949.90205314
 1007.52502682 1126.18684386]","[1.         0.86536043 0.86934785 0.77172101 0.69649964 0.63078839
 0.73683106 0.82796266 0.72786465 0.77312825 0.82002777 0.916607  ]","[1.65140785 1.58217691 1.43564787 1.31690701 1.15020498 1.07641187
 1.2168086  1.36730404 1.24206812 1.27675007 1.39934032 1.51369199]",1228.6474430611518,USA,NY,Westhampton-Suffolk County AP
724037_TMY3_BASE,"[1199.29613805 1062.79364276 1067.56656452  941.08592594  885.77666631
 1098.4054922  1377.24978093 1062.09520369 1002.50594074  960.69573036
 1005.82662541 1106.59910039]","[0.87079058 0.77167821 0.77514375 0.6833081  0.64314889 0.79753543
 1.         0.77117108 0.72790423 0.69754648 0.73031533 0.80348468]","[1.61195717 1.58153816 1.4349013  1.30706379 1.19056004 1.52556318
 1.85114218 1.42754732 1.39236936 1.2912577  1.39698142 1.48736438]",1377.2497809255003,USA,VA,Davison AAF
725560_TMY3_BASE,"[997.52537299 844.32080472 818.25368807 711.1258017  659.77274012
 619.84329115 792.74779136 722.40783443 648.94831358 741.67161949
 822.78370129 961.42693031]","[1.         0.84641537 0.82028358 0.71288994 0.66140948 0.62138098
 0.79471441 0.72419996 0.6505582  0.74351153 0.82482484 0.96381201]","[1.34075991 1.25642977 1.09980334 0.98767472 0.88679132 0.86089346
 1.06552122 0.97097827 0.9013171  0.99687046 1.14275514 1.2922405 ]",997.5253729863543,USA,NE,Norfolk-Karl Stefan Mem AP
724105_TMY3_BASE,"[1191.21955901 1066.30500431 1073.76792822  931.38689256  860.75000447
  984.03118289 1197.77004633 1263.28218228  982.35799345  946.40248843
 1016.78329874 1112.14536843]","[0.94295604 0.84407508 0.84998264 0.73727541 0.68136004 0.77894804
 0.94814133 1.         0.77762356 0.74916159 0.80487425 0.88036179]","[1.60110156 1.5867634  1.44323646 1.29359291 1.15692205 1.36670998
 1.60990598 1.69795992 1.3643861  1.27204636 1.41219903 1.49481904]",1263.2821822846167,USA,VA,Staunton-Shenandoah Valley Rgnl AP
725300_TMY3_BASE,"[969.25323205 837.26725132 812.88282907 716.00847947 663.18839589
 600.80850362 758.87616383 657.85578926 643.24154049 736.88714953
 798.35728896 944.50240286]","[1.         0.86382714 0.8386692  0.73872179 0.68422614 0.61986742
 0.78294933 0.67872437 0.66364653 0.76026277 0.82368288 0.97446402]","[1.30275972 1.24593341 1.09258445 0.99445622 0.89138225 0.83445626
 1.01999484 0.88421477 0.89339103 0.99043972 1.10882957 1.26949248]",969.2532320491932,USA,IL,Chicago-OHare Intl AP
727556_TMY3_BASE,"[1013.54593626  890.40873844  827.78008374  733.65285369  718.986805
  594.99326634  604.2875459   580.58352655  649.87197942  791.98451553
  842.66670684  988.69681804]","[1.         0.87850852 0.81671689 0.72384766 0.70937762 0.58704124
 0.59621131 0.57282409 0.64118651 0.78139972 0.83140455 0.97548299]","[1.36229293 1.325013   1.11260764 1.0189623  0.96638011 0.82637954
 0.81221444 0.7803542  0.90259997 1.06449532 1.17037043 1.32889357]",1013.5459362556479,USA,MN,Silver Bay Muni AP
727937_TMY3_BASE,"[790.34829749 696.23423016 705.66872826 629.62568196 618.30004924
 541.60849021 552.08978793 536.6569618  576.27040788 675.20744612
 712.41861408 796.45938019]","[0.99232719 0.87416163 0.88600718 0.79053081 0.77631084 0.68002023
 0.69318009 0.6738033  0.72354024 0.84776131 0.89448204 1.        ]","[1.0622961  1.03606284 0.94847947 0.87448011 0.83104845 0.75223401
 0.74205617 0.72131312 0.80037557 0.90753689 0.9894703  1.07050992]",796.459380188133,USA,WA,Snohomish County AP
722785_TMY3_BASE,"[ 725.66868539  632.74183291  652.39604866  748.32731279 1093.87506411
 1551.36599636 1801.05339937 1709.30763443 1412.93553561  918.04133359
  635.17313511  714.55640442]","[0.40291348 0.35131764 0.36223026 0.41549424 0.60735293 0.86136591
 1.         0.94905994 0.78450508 0.50972466 0.35266758 0.3967436 ]","[0.97536114 0.94158011 0.87687641 1.03934349 1.47026218 2.15467499
 2.4207707  2.2974565  1.96241047 1.23392652 0.88218491 0.96042527]",1801.0533993672857,USA,AZ,Luke AFB
727675_TMY3_BASE,"[1000.40154235  862.94034204  875.81860359  755.44513004  693.59018191
  598.07834586  672.35700944  611.61938672  654.56265346  772.89327856
  807.36584952  951.93509437]","[1.         0.86259397 0.87546707 0.75514191 0.69331179 0.59783829
 0.67208714 0.61137389 0.65429992 0.77258305 0.80704179 0.95155301]","[1.34462573 1.28413741 1.17717554 1.04922935 0.93224487 0.83066437
 0.90370566 0.82206907 0.9091148  1.03883505 1.12134146 1.27948265]",1000.4015423523656,USA,ND,Minot AFB
723443_TMY3_BASE,"[1196.66786174 1026.40744959 1058.702877    920.10464813  905.98711239
 1082.50997434 1370.23364563 1283.58066005 1107.29562231  976.27965974
  991.36796573 1115.34237404]","[0.87333125 0.74907477 0.77264405 0.67149471 0.6611917  0.79001853
 1.         0.93676043 0.80810716 0.71249138 0.72350286 0.8139797 ]","[1.60842455 1.52739204 1.42298774 1.27792312 1.21772461 1.50348608
 1.84171189 1.72524282 1.53791059 1.31220384 1.37689995 1.49911609]",1370.2336456250848,USA,AR,Siloam Spring AWOS
911900_TMY3_BASE,"[ 977.67802708 1066.07402356 1100.38610469 1038.5441201  1090.99091994
 1108.69580142 1211.48418505 1177.32198338 1296.30813652 1345.27294822
 1246.87087262 1262.78089633]","[0.72675068 0.79245927 0.81796494 0.7719951  0.81098109 0.8241419
 0.90054898 0.87515473 0.96360232 1.         0.92685345 0.93868006]","[1.31408337 1.58641968 1.47901358 1.44242239 1.46638565 1.53985528
 1.62833896 1.58242202 1.80042797 1.80816256 1.7317651  1.69728615]",1345.2729482172938,USA,HI,Kahului AP
727928_TMY3_BASE,"[810.71399993 702.05274603 692.01258982 634.04908708 612.57678871
 540.54702386 550.98195946 539.91478354 584.53595045 685.61814607
 717.57772548 798.58275534]","[1.         0.86596845 0.85358411 0.78208726 0.75560159 0.66675427
 0.67962556 0.66597442 0.72101376 0.84569669 0.88511821 0.98503635]","[1.08966935 1.04472135 0.93012445 0.88062373 0.8233559  0.75075976
 0.74056715 0.72569191 0.81185549 0.92152977 0.99663573 1.07336392]",810.7139999263832,USA,WA,Bremerton National AP
725070_TMY3_BASE,"[946.80525389 820.84512697 811.83465149 723.28478359 667.9043051
 586.5728846  709.7327976  650.55069785 645.30588413 731.68512426
 787.34018969 922.56322062]","[1.         0.866963   0.85744629 0.76392139 0.70542945 0.61952855
 0.74960801 0.68710085 0.68156137 0.77279369 0.83157565 0.97439597]","[1.27258771 1.22149572 1.09117561 1.0045622  0.89772084 0.81468456
 0.95394193 0.8743961  0.89625817 0.98344775 1.09352804 1.24000433]",946.8052538855811,USA,RI,Providence-T F Green State AP
724815_TMY3_BASE,"[ 757.62264283  645.38299568  650.38798385  630.06300986  674.12460229
  871.61448618 1089.64931713 1006.04922111  798.2156395   720.27134246
  645.53431255  738.42413007]","[0.69529034 0.59228505 0.59687826 0.57822549 0.61866198 0.79990367
 1.         0.92327798 0.73254361 0.66101206 0.59242391 0.67767136]","[1.01831    0.96039136 0.8741774  0.87508751 0.90608145 1.21057568
 1.46458242 1.3522167  1.10863283 0.96810664 0.89657543 0.99250555]",1089.6493171295037,USA,CA,Merced-Macready Field
726620_TMY3_BASE,"[976.37038564 846.36696919 830.27679962 734.27945018 676.02929672
 619.58707776 688.42172646 676.81874406 673.81367656 752.20346776
 824.76686933 939.26947748]","[1.         0.86685031 0.85037073 0.7520501  0.69239021 0.63458201
 0.70508256 0.69319876 0.69012097 0.77040791 0.84472745 0.96200119]","[1.31232579 1.25947466 1.11596344 1.01983257 0.90864153 0.86053761
 0.92529802 0.90970261 0.93585233 1.01102617 1.14550954 1.26245898]",976.37038564448,USA,SD,Rapid City Rgnl AP
726145_TMY3_BASE,"[949.46384535 872.56322161 837.43285548 724.14007291 686.88936059
 593.23036413 624.45786364 596.78612073 643.29431008 751.72900674
 800.64757612 954.96869496]","[0.99423557 0.91370872 0.87692179 0.75828671 0.71927945 0.62120399
 0.65390401 0.62492742 0.67362869 0.7871766  0.83840191 1.        ]","[1.27616108 1.29845718 1.1255818  1.0057501  0.92323839 0.82393106
 0.83932509 0.80213188 0.89346432 1.01038845 1.11201052 1.28356007]",954.9686949570472,USA,VT,Montpelier AP
724040_TMY3_BASE,"[1173.1062782  1042.50069499 1035.03579801  921.19208172  915.44608605
 1074.53704199 1262.42643383 1250.75279514 1008.40970888  961.55417394
  981.30333581 1107.30596363]","[0.92924724 0.82579124 0.81987811 0.72969961 0.72514807 0.85116805
 1.         0.99075301 0.79878691 0.76167145 0.77731526 0.87712514]","[1.57675575 1.55134032 1.39117715 1.27943345 1.23043829 1.49241256
 1.69680972 1.68111935 1.40056904 1.29241152 1.3629213  1.48831447]",1262.4264338341175,USA,MD,Patuxent River NAS
